Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR417829468120285184,GOOGLE LLC TESTING,EIN ID 1601482330321,US,US-Federal,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AR417948558973468672,HUMAN RIGHTS CAMPAIGN PAC,FEC ID C00235853,US,US-Federal,114,85900,75650,6267000,147950,562300,1951000,564500,24562500,325800,354000,789750,66650,131600
AR418082561953103872,BOB HAMILTON FOR KANSAS,EIN ID 84-4496358,US,US-Federal,15,5600,4900,420500,9625,37100,131000,36500,1717500,21900,23775,51000,4450,8600
AR418187359155126272,NINE DOTS UNLIMITED S.R.L.,,"DE, ES, EU, FR, IT, RO",EU-Parliament,27,4700,4000,346500,7850,30300,108000,30000,1447500,18000,19500,42000,3700,7200
AR418326790973423616,"EVERYTOWN FOR GUN SAFETY ACTION FUND, INC. PAC (EVERYTOWN PAC)",FEC ID C00640086,US,US-Federal,78,1368000,1199700,99962750,2346475,8918100,30991000,8950500,387495000,5177400,5593125,12415500,1058150,2074400
AR418510753012645888,REAL JUSTICE PAC,FEC ID C00632554,US,US-Federal,8,1300,1100,88750,2175,8300,29000,8500,360000,4800,5175,11250,1000,2000
AR418530544221945856,PERPETUAL MARKET INC.,EIN ID 83-1300155,US,US-Federal,13,1500,1400,108500,2700,10300,36000,10500,465000,6000,6600,15000,1250,2400
AR41869196627279872,BONINI FOR DELAWARE,Registered in Delaware 01003502,US,US-Federal,14,1300,1100,95500,2150,8300,29000,8000,390000,4900,5325,11250,1000,2000
AR418892214828007424,WE ARE GREAT AGAIN,EIN ID 82-5370542,US,US-Federal,106,3500,3150,245750,6175,23400,81000,23500,1027500,13500,15000,33750,2750,5400
AR418918328229167104,KOHL VICTORY FUND,FEC ID C00662346,US,US-Federal,11,39000,33500,2824750,65550,249000,859000,250000,10867500,144300,155850,348750,29850,59200
AR419198428816343040,AMERICAN CHEMISTRY COUNCIL,EIN ID 53-0104410,US,US-Federal,12,104900,93300,7209500,182500,689500,2386000,696500,30397500,397600,441300,983250,83850,156000
AR419210798322155520,SCOTT PETERS FOR CONGRESS,FEC ID C00503110,US,US-Federal,9,3000,2650,213500,5200,19800,68000,20000,885000,11400,12675,27750,2300,4600
AR419234781419536384,Bündnis 90/DIE GRÜNEN Kreisverband Marburg-Biedenkop,,"DE, EU",EU-Parliament,1,200,150,13250,300,1200,4000,1000,52500,700,750,1500,150,200
AR419383833964576768,AVALANCHE MARKETING,FEC ID C90018912,US,US-Federal,3,0,50,3250,75,300,1000,500,15000,200,225,750,50,0
AR419392355179692032,RAHEEL FOR SUPERVISOR,EIN ID 83-2505603,US,US-Federal,2,200,200,14750,375,1400,5000,1500,60000,800,900,2250,150,400
AR419626413717454848,TAMMY BALDWIN FOR SENATE,FEC ID C00326801,US,US-Federal,136,595200,516300,42995250,1009825,3834900,13300000,3851000,167227500,2221800,2404050,5373750,457800,901600
AR41964922858373120,MONTANANS FOR BULLOCK,EIN ID 84-5016177,US,US-Federal,60,94100,85100,7045500,166475,646200,2276000,635500,29617500,379800,411150,927750,75900,155600
AR419670806499426304,"GR.PARL.CAMERA DEPUTATI ""FRATELLI D'ITALIA""",,"EU, IT",EU-Parliament,7,1000,900,72500,1800,6800,23000,7000,315000,4000,4350,9750,800,1600
AR419831129038651392,JAKE AUCHINCLOSS FOR CONGRESS,FEC ID C00721449,US,US-Federal,1,3100,2600,228250,5100,19600,68000,19500,922500,11400,12600,27000,2350,4600
AR419833877817720832,ERIC HARLESS,Registered in Texas 00069334,US,US-Federal,2,400,350,30750,700,2700,10000,2500,127500,1600,1725,3750,350,600
AR419929878926721024,SPANBERGER FOR CONGRESS,FEC ID C00649913,US,US-Federal,141,205600,177450,15094500,347075,1325100,4628000,1322500,59497500,774100,840600,1838250,158050,310400
AR419968567992123392,JASON ORTITAY,EIN ID 46-3989999,US,US-Federal,5,100,50,5750,125,500,2000,500,22500,300,300,750,50,200
AR420715686143197184,FRIENDS OF SHANNA DANIELSON,Registered in Pennsylvania 20190379,US,US-Federal,1,400,350,32250,725,2800,10000,3000,135000,1700,1800,3750,350,600
AR420840549432426496,KREMSA DIGITAL s.r.o.,,"EU, SK",EU-Parliament,171,6800,6050,471750,11825,44800,155000,45000,1965000,26000,28725,64500,5250,10200
AR420861715031261184,"Nacionālā apvienība ""Visu Latvijai!"" - ""Tēvzemei un Brīvībai/LNNK""",,"EU, LV",EU-Parliament,8,1200,1100,84250,2125,8000,28000,8000,352500,4600,5175,11250,950,1800
AR421277742743420928,AN AMERICA UNITED,EIN ID 83-4562595,US,US-Federal,5,3600,3150,270750,6175,23800,84000,23500,1110000,14100,15300,33000,2850,5600
AR421297465233244160,Česká strana socialně demokratická,,"CZ, DE, ES, EU, PL, RO",EU-Parliament,242,14500,12350,1066250,24175,93300,333000,92000,4462500,55700,60150,129750,11250,22000
AR421860415186665472,PA VALUES,EIN ID 81-5121962,US,US-Federal,7,35700,30150,2649500,58975,227100,791000,224500,10657500,132900,146025,312000,27150,54000
AR421888452733173760,DAVID ORTIZ FOR COLORADO,EIN ID 83-4592535,US,US-Federal,45,2800,2500,213000,4875,18900,67000,18500,877500,11100,12075,26250,2250,4400
AR422184771116859392,VOTE RICK GRAY SENATE,Registered in Arizona 201800396,US,US-Federal,6,300,250,23500,525,2000,7000,2000,90000,1200,1275,3000,250,400
AR422391822900264960,J.ROSS LACY FOR CONGRESS,FEC ID C00715169,US,US-Federal,4,900,850,67000,1650,6300,22000,6500,277500,3600,4050,9000,700,1400
AR422480058708393984,Kresťanskodemokratické hnutie,,"CZ, EU, PL, SK",EU-Parliament,29,1200,1100,87250,2200,8400,28000,8500,382500,4800,5400,12000,950,2000
AR422664433064476672,GREGORY DAY KELLEY,,US,US-Federal,7,600,550,44750,1100,4200,14000,4000,187500,2500,2700,6000,500,1000
AR422757479235977216,THE COMMITTEE TO ELECT TARAH TOOHIL,EIN ID 27-1823248,US,US-Federal,1,100,50,4500,100,400,1000,500,22500,200,225,750,50,0
AR423004113437982720,SCALISE FOR CONGRESS,FEC ID C00394957,US,US-Federal,4,400,300,24750,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR423067678953963520,MARIJUANA POLICY PROJECT FOUNDATION,EIN ID 52-1975211,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR423241058193768448,"GREEN DAY, s.r.o",,"EU, SK",EU-Parliament,57,1400,1300,100000,2500,9500,33000,9500,412500,5500,6075,13500,1100,2200
AR42405277265297408,RENEE SWANN FOR CONGRESS,FEC ID C00732149,US,US-Federal,10,1800,1650,133750,3225,12400,43000,12500,562500,7200,7950,17250,1450,2800
AR424166709545402368,CLAGGETT FOR OHIO,EIN ID 84-4189002,US,US-Federal,2,400,350,26000,650,2500,8000,2500,112500,1400,1575,3750,300,600
AR424173993809936384,STITT FOR GOVERNOR 2018,EIN ID 82-2044735,US,US-Federal,205,58000,50550,4132250,98825,375100,1305000,377000,16387500,217900,235725,525000,44700,87400
AR424194472214003712,Freier Rathausblock Hersbruck,,"DE, EU",EU-Parliament,2,100,50,5000,125,400,2000,500,22500,300,300,750,50,200
AR424353282924740608,IAN BAYNE,,US,US-Federal,43,1200,1050,86000,2075,7900,27000,8000,360000,4600,5100,11250,900,1800
AR424466463902924800,AMERICANS FOR PROSPERITY ACTION INC,EIN ID 83-1800586,US,US-Federal,754,2458900,2162200,180586750,4229200,16182600,56812000,16123500,733890000,9494800,10297725,22720500,1922250,3800600
AR42449944925175808,MARTIN HEINRICH FOR SENATE,FEC ID C00434563,US,US-Federal,73,167000,144950,12157250,283475,1076400,3733000,1081000,46920000,623600,675150,1506750,128350,254000
AR424584867561340928,LORAIN COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EIN ID 34-1616338,US,US-Federal,11,0,50,2750,50,200,1000,0,7500,100,150,0,50,0
AR42481418445520896,Concerned Citizens Limited,,"EU, GB",EU-Parliament,22,500,500,39000,975,3700,13000,3500,165000,2100,2400,5250,400,800
AR425191042065629184,HARRIS COUNTY REPUBLICAN PARTY,EIN ID 47-1170882,US,US-Federal,2,13800,12150,1006000,23750,90300,314000,90500,3907500,52400,56625,125250,10650,20800
AR425255913251667968,KATIE ARRINGTON FOR CONGRESS,FEC ID C00653204,US,US-Federal,20,1400,1150,96500,2300,8700,30000,8500,382500,5100,5475,12000,1050,2000
AR425562470837387264,COLLECTIVE FUTURE,EIN ID 82-3079496,US,US-Federal,52,247100,210650,18270750,412050,1588100,5627000,1568000,75217500,940900,1022925,2193000,191550,373000
AR425963861301002240,BATTLEGROUND TEXAS,FEC ID C00541391,US,US-Federal,6,2200,1950,155250,3850,14600,51000,14500,652500,8500,9300,21000,1750,3400
AR426171600279175168,MONTANA FEDERATION OF PUBLIC EMPLOYEES,EIN ID 81-0169635,US,US-Federal,8,66500,57350,4973250,112175,431700,1513000,427000,20115000,254100,277500,594000,51750,101000
AR42635075195502592,SPD-Unterbezirk Rosenheim-Stadt,,"AT, BG, CZ, DE, EU, HR, HU, IT, PL",EU-Parliament,12,100,100,7500,175,700,2000,500,30000,400,450,750,100,200
AR426381813158510592,BRIGHT FOR CONGRESS,FEC ID C00446138,US,US-Federal,4,100,50,3500,100,300,1000,500,15000,200,225,750,50,0
AR426517671564017664,ANGIE CHEN BUTTON CAMPAIGN,EIN ID 33-1209075,US,US-Federal,32,25700,22550,1888500,44125,167800,584000,168500,7327500,97500,105450,234000,19950,39200
AR42696235529797632,"KUSTER FOR CONGRESS, INC",FEC ID C00462861,US,US-Federal,121,56300,48750,4108000,95325,362900,1264000,363500,16020000,211200,228450,507000,43250,85400
AR427022690998550528,MAYA R. CUMMINGS FOR CONGRESS,FEC ID C00726661,US,US-Federal,4,7100,6450,538500,12650,49100,175000,48500,2265000,29100,31350,69000,5750,11600
AR427131130332839936,Petteri Rädyn tukiyhdistys ry,,"EU, FI",EU-Parliament,20,10500,9350,729500,18325,69600,240000,70000,3007500,40100,44550,97500,8050,15600
AR427177515979636736,"SAVE FLORIDA JOBS, INC.",EIN ID 84-2711015,US,US-Federal,1,2400,2050,175000,4000,15400,55000,15000,735000,9200,9900,21000,1850,3600
AR427203835539226624,MARK RONCHETTI FOR NEW MEXICO,FEC ID C00733469,US,US-Federal,22,31800,27100,2339250,52975,204300,722000,201500,9697500,120900,131475,282750,24550,48000
AR427242936921489408,FRIENDS OF ALEXSIS RODGERS,Registered in Virginia CC2000252,US,US-Federal,17,2000,1700,147500,3350,13000,46000,13000,622500,7800,8325,18000,1550,3000
AR427275509953462272,New Zealand Labour Party Incorporated,,NZ,,184,69300,59000,5092750,115425,445600,1591000,439000,21315000,265400,287250,618000,53850,104200
AR427471085584252928,Rahul Kumar,,IN,IN-General,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR427507713065353216,AMERICA FIRST POLICIES INC.,FEC ID C30002778,US,US-Federal,4,6600,5650,460250,11075,42100,146000,42500,1837500,24300,26325,60000,5100,9800
AR427517952267386880,COALITION TO RESTORE AMERICAN VALUES,EIN ID 83-1249836,US,US-Federal,1,1000,900,70750,1775,6800,23000,7000,307500,3900,4350,9750,750,1600
AR427582823453425664,RASHID FOR VA,FEC ID C00734335,US,US-Federal,78,11000,9500,823500,18575,71500,252000,70500,3322500,42100,45975,99000,8550,16800
AR42758564095197184,ANDREW FOR NEW YORK % ANDREW S GOUNARDES,EIN ID 822697939,US,US-Federal,1,0,0,1750,50,200,1000,0,7500,100,75,0,0,0
AR427601721309528064,HS Media & Publications,,IN,IN-General,8,300,300,22500,575,2100,7000,2000,90000,1200,1350,3000,250,400
AR428122202626326528,"IMPACT MANAGEMENT GROUP, INC.",EIN ID 71-0833368,US,US-Federal,37,18600,16650,1336000,32600,124300,424000,124500,5610000,71600,79650,175500,14300,28600
AR428194358076899328,FRIENDS OF DR RALPH ABRAHAM,EIN ID 83-2717172,US,US-Federal,17,34300,30600,2394750,59825,226800,786000,228500,9900000,131300,145275,324750,26700,51800
AR428206177826897920,Hrvatska demokratska zajednica,,"DE, EU, HR, SI",EU-Parliament,151,24300,21700,1697250,42500,161200,560000,162000,7072500,93400,103425,234000,19050,37200
AR428633612972195840,"AMERICAN CIVIL LIBERTIES UNION, INC.",EIN ID 13-3871360,US,US-Federal,1059,485900,431950,34752250,844800,3217400,11141000,3224000,143850000,1866600,2057475,4546500,377800,740800
AR428685152579747840,KARIN HOUSLEY FOR SENATE COMMITTEE,EIN ID 84-5117732,US,US-Federal,6,2300,2100,174250,4075,15800,56000,15500,735000,9400,10050,22500,1900,3800
AR428865816084086784,CARTER 2020,Registered in Connecticut,US,US-Federal,4,1200,1050,89250,2025,7800,28000,7500,375000,4600,5025,10500,950,1800
AR428866365839900672,"HAWJ, FOUNG SENATE COMMITTEE",Registered in Minnesota 17481,US,US-Federal,3,100,50,4250,100,400,1000,500,15000,200,225,750,50,0
AR429064621530284032,HARRY FOR CT INC.,FEC ID C00664151,US,US-Federal,544,26700,23150,1911000,45250,171700,595000,172500,7500000,99600,107625,240750,20550,40200
AR429242192658169856,REPUBLICAN STATE LEADERSHIP COMMITTEE - JUDICIAL FAIRNESS  INITIATIVE,EIN ID 47-1531928,US,US-Federal,6,157600,140200,10883750,274200,1041500,3616000,1046500,44902500,602600,667725,1461750,120200,231200
AR429638223002599424,ACCOUNTABLE.US,EIN ID 83-4158350,US,US-Federal,8,1500,1300,110250,2500,9700,35000,9500,465000,5800,6225,13500,1150,2200
AR429672307863060480,BRANDIT MARKETING SOLUTIONS SRL,,"EU, RO",EU-Parliament,114,1000,850,71750,1625,6200,22000,6000,300000,3700,4050,9000,750,1400
AR429686395355791360,ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ),,"CY, EU, GR",EU-Parliament,170,1700,1500,116250,2900,11000,38000,11000,480000,6400,7050,15750,1300,2600
AR429759512879038464,RANDY BRYCE FOR CONGRESS,FEC ID C00647537,US,US-Federal,43,18000,15500,1246250,30325,114900,400000,115500,5025000,66700,72075,161250,13850,26800
AR429843213201702912,ARBALLO FOR CONGRESS,FEC ID C00708479,US,US-Federal,9,30500,27300,2206750,53375,203800,707000,203500,9285000,118700,130875,288750,23750,47200
AR430105103127543808,"BOOKER FOR KENTUCKY, LTD.",FEC ID C00733261,US,US-Federal,25,116300,103450,8834250,202300,782900,2761000,771000,35827500,460700,500550,1089000,93100,180600
AR430193888691486720,SHAMANN WALTON FOR DEMOCRATIC CENTRAL COMMITTEE 2020,Registered in California,US,US-Federal,4,1600,1500,118000,2950,11300,38000,11500,510000,6500,7200,15750,1250,2600
AR430194026130440192,NICHOLAS X DURAN FLORIDA HOUSE REPRESENTATIVE CANDIDATE,EIN ID 81-1881361,US,US-Federal,1,4800,4050,350000,7925,30600,109000,30000,1462500,18200,19725,42750,3700,7200
AR430196225153695744,COUNT MI VOTE D/B/A VOTERS NOT POLITICIANS,EIN ID 82-1389940,US,US-Federal,18,4200,3650,308750,7100,27400,98000,27000,1290000,16200,17625,38250,3300,6400
AR430556521370222592,MOBILIZE LLC,EIN ID 83-2069069,US,US-Federal,11,0,50,3000,75,300,1000,500,15000,200,150,750,50,0
AR430653209673990144,MISSISSIPPI DEMOCRATIC PARTY,FEC ID C00149641,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR430817449223389184,FRIENDS OF MELOYDE BLANCETT,EIN ID 81-0741252,US,US-Federal,12,200,150,13250,300,1200,4000,1000,52500,700,750,1500,150,200
AR430915718075121664,GREGG FULFER,Registered in New Mexico,US,US-Federal,9,4800,4400,363750,8625,33400,120000,33000,1552500,20000,21300,47250,3900,8000
AR430960523173953536,MICHAEL JONATHAN PETERSEN,Registered in Utah 844415598,US,US-Federal,9,100,50,6250,150,600,2000,500,22500,300,375,750,50,200
AR431080232502427648,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",Registered in California 1403027,US,US-Federal,91,139100,118200,10232250,231150,891700,3174000,879500,42615000,529900,574800,1235250,108300,208800
AR431139743569281024,CALEB-MICHAEL FILES,,US,US-Federal,1,1400,1200,101750,2300,8900,31000,9000,412500,5300,5700,12000,1050,2000
AR431159191181197312,AMERICAN HOSPITAL ASSOCIATION PAC,EIN ID 36-2996517,US,US-Federal,145,198600,174300,14499750,340900,1300100,4483000,1300500,58230000,754100,825600,1815000,152700,303000
AR431214372921016320,Ingenium Machina Services SRL,,"EU, RO",EU-Parliament,44,5700,4900,422500,9550,36800,131000,36500,1762500,21900,23775,51000,4450,8600
AR431508148684062720,RED STATE POLITICS LLC,EIN ID 84-3192585,US,US-Federal,12,2900,2600,208250,5075,19500,67000,19500,885000,11300,12450,27750,2250,4400
AR431707435166597120,BYRON DONALDS FOR CONGRESS,EIN ID 84-4124727,US,US-Federal,25,18100,15650,1355750,30575,117400,410000,116500,5392500,68800,75450,162000,14050,27600
AR431748254535778304,DANIEL WEBSTER FOR CONGRESS,EIN ID 27-2412560,US,US-Federal,54,400,300,25500,625,2400,8000,2500,105000,1400,1500,3750,300,600
AR431898200434016256,Dr. Grezsa István,,"EU, HU",EU-Parliament,18,500,500,39000,975,3700,13000,3500,165000,2200,2400,5250,450,800
AR431946441506684928,ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE  (ABC PAC),FEC ID C00010421,US,US-Federal,2,4200,3650,304000,7175,27300,95000,27500,1177500,15800,17100,37500,3200,6200
AR431961491072090112,Laurynas Kasčiūnas,,"EU, LT",EU-Parliament,1,200,150,13000,300,1100,4000,1000,52500,700,750,1500,150,200
AR431966645032845312,"NURSES AND EDUCATORS FOR LISA CALDERON FOR ASSEMBLY 2020, SPONSORED BY LABOR ORGANIZATIONS",EIN ID 84-2870600,US,US-Federal,5,16600,15150,1194750,29625,113100,382000,113000,5115000,65100,72600,160500,12850,26200
AR432041343104057344,Radio Mælkebøtten,,"DK, EU",EU-Parliament,2,100,50,5250,125,500,2000,500,22500,300,300,750,50,200
AR432074878208704512,BETH 4 CHANDLER CITY COUNCIL,EIN ID 84-3491381,US,US-Federal,2,300,250,22750,500,2000,7000,2000,90000,1100,1275,3000,250,400
AR432075771561902080,COLLIN COUNTY REPUBLICAN PARTY,FEC ID C00580563,US,US-Federal,24,100,100,6000,150,600,2000,500,22500,300,375,750,50,200
AR43229498669268992,COMMUNITY ISSUES PROJECT,EIN ID 83-1865509,US,US-Federal,1,1900,1650,138500,3250,12400,43000,12500,540000,7200,7800,17250,1450,2800
AR432363981047332864,"THERESA GREENFIELD FOR IOWA, INC.",EIN ID 83-4679078,US,US-Federal,617,1759900,1507400,130031750,2948550,11370800,40305000,11221500,538057500,6737600,7318725,15732750,1367650,2664800
AR432481491352551424,RICHARDS FOR CONGRESS,FEC ID C00694208,US,US-Federal,3,1500,1400,111750,2700,10400,36000,10500,480000,6100,6675,15000,1200,2400
AR432554471436845056,XOCHITL FOR NEW MEXICO,FEC ID C00666149,US,US-Federal,46,76300,65100,5644250,127350,488300,1709000,485000,22560000,286700,313050,674250,58550,115400
AR432634048590905344,KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE,FEC ID C00011197,US,US-Federal,17,3300,3050,238750,5925,22600,76000,22500,1020000,13000,14475,32250,2550,5200
AR432709227698454528,TOM STEYER 2020,EIN ID 84-2308418,US,US-Federal,1252,8741000,7914750,621749000,15479625,58794100,201437000,59113500,2632320000,33971000,37687650,84064500,6866100,13534400
AR432826188247859200,SCHELLER FOR CONGRESS INC.,EIN ID 84-3325323,US,US-Federal,59,39300,34000,2896750,66525,256400,904000,253500,12015000,151300,164700,357000,30550,60400
AR432837664400474112,WORKING MICHIGAN,EIN ID 30-0947936,US,US-Federal,16,4300,3700,304250,7250,27500,95000,27500,1192500,15900,17250,38250,3300,6400
AR432948783794356224,"THESKIMM, INC.",EIN ID 46-3986171,US,US-Federal,23,100,100,9750,225,800,3000,1000,37500,500,525,1500,100,200
AR433029116862660608,ELECT GARY SPILLANE,EIN ID 84-3619714,US,US-Federal,10,4000,3450,294750,6700,25900,93000,25500,1230000,15400,16725,36000,3100,6000
AR433087390978932736,HANSEN FOR HOUSE,EIN ID 47-5537372,US,US-Federal,116,500,450,37000,850,3300,12000,3000,157500,1900,2100,4500,400,800
AR433089796160618496,Partidul Libertate Unitate si Solidaritate,,"EU, RO",EU-Parliament,15,1200,1000,85750,1950,7500,27000,7500,360000,4500,4875,10500,900,1800
AR43324400266641408,GRANT HARVEY FOR JUDGE CAMPAIGN,EIN ID 84-4555906,US,US-Federal,2,9300,8500,675500,16650,63500,215000,63500,2872500,36600,40875,90000,7250,14800
AR433345570053029888,"ENTUSIASMO Y MUCHO VALOR, S.L.U.",,"ES, EU, FR, GB, RO",EU-Parliament,1691,74700,67000,5264000,131075,498500,1714000,500500,21930000,286200,318825,712500,57800,115000
AR433482802848071680,GARY WEGMAN FOR CONGRESS,FEC ID C00614784,US,US-Federal,17,1600,1450,122250,2875,11100,40000,11000,510000,6500,7125,15750,1300,2600
AR433571588412014592,COMMITTEE TO ELECT ELENA CONDES FOR ALAMEDA COUNTY JUDGE 2020,Registered in California,US,US-Federal,4,3800,3450,269750,6725,25700,86000,25500,1162500,14800,16500,36000,2900,6000
AR433713562850951168,ERIC HOLCOMB FOR INDIANA,FEC ID C00574814,US,US-Federal,21,24500,20800,1806250,40700,156900,555000,155000,7470000,92800,101100,216750,19000,36800
AR43387416026808320,STEVE CHABOT FOR CONGRESS,FEC ID C00301838,US,US-Federal,47,45000,39600,3361500,77500,298900,1058000,295000,13927500,176800,191775,416250,35500,70000
AR433916766343659520,MISSOURI RISING ACTION,FEC ID C00652875,US,US-Federal,8,71000,62250,5170000,121775,463100,1608000,464500,20040000,268400,290250,642750,54550,106600
AR434030909394518016,"THE EMPOWERMENT ALLIANCE, INC.",EIN ID 84-2875437,US,US-Federal,7,312500,265200,23336500,518750,1991300,6952000,1974500,92340000,1168700,1282575,2733750,239350,472200
AR434089389669220352,COLORADO REPUBLICAN COMMITTEE,FEC ID C00033134,US,US-Federal,7,90500,78600,6666000,153750,583300,2029000,586500,25470000,338100,366825,816750,69200,138800
AR434536890901725184,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,FEC ID C00650622,US,US-Federal,10,76700,67350,5599000,131750,500900,1740000,502500,21727500,290800,314025,696000,59250,115600
AR434719547270889472,"MIDDLE AMERICA PROJECT, INC",EIN ID 82-1709729,US,US-Federal,9,7600,6900,544750,13500,51400,176000,51500,2295000,29500,32925,72750,5900,11800
AR434961577267953664,Avante La Laguna,,"ES, EU",EU-Parliament,7,900,800,63750,1600,6100,21000,6000,270000,3500,3900,9000,700,1400
AR434979994087718912,Zephyr for New York,EIN ID 47-1058084,US,US-Federal,33,24500,21050,1765000,41200,156500,540000,157000,6847500,90800,97650,220500,18800,37400
AR434986384999055360,Uniunea Salvati Romania - filiala USR Sector 3,,"EU, RO",EU-Parliament,42,100,100,10000,225,900,3000,1000,37500,500,525,1500,100,200
AR43526504247721984,DAVID MCRAE CAMPAIGN,EIN ID 83-3599506,US,US-Federal,9,7100,6350,495250,12425,47100,163000,47500,2085000,27300,30150,68250,5650,11000
AR435312733794074624,IGI NA CORP.,EIN ID 83-4611008,US,US-Federal,11,200,150,10750,275,1000,3000,1000,45000,600,675,1500,100,200
AR435389012413251584,"KEVIN ABEL FOR CONGRESS, INC.",FEC ID C00658625,US,US-Federal,9,500,450,34750,850,3200,11000,3000,142500,1900,2025,4500,400,800
AR435600256084738048,AUGUST PFLUGER FOR CONGRESS,FEC ID H0TX11230,US,US-Federal,14,2700,2400,193500,4700,18000,62000,18000,817500,10400,11550,25500,2100,4200
AR435777689773670400,YJL MEDIA LLC,EIN ID 82-2241747,US,US-Federal,11,1500,1350,106000,2650,10100,35000,10000,435000,5800,6450,14250,1150,2200
AR435802085187911680,"ADVISER INVESTMENTS, LLC",EIN ID 27-4946566,US,US-Federal,2,0,0,1250,25,100,0,0,7500,100,75,0,0,0
AR435820020971339776,CONSERVATIVE TRIUMPH FUND,FEC ID C00634717,US,US-Federal,49,113100,99150,8196500,193950,738900,2571000,739500,32775000,429900,467625,1036500,88300,172200
AR435864757350694912,CITIZENS FOR TAMARA BARRINGER,EIN ID 45-4518001,US,US-Federal,1,13700,11700,1008500,22875,88300,316000,87000,4237500,52700,56925,123000,10650,20600
AR436057515482939392,"Data Targeting, Inc.",EIN ID 59-3347457,US,US-Federal,1450,136600,117700,9893500,230200,878200,3068000,877000,39427500,512900,556725,1224750,105200,206000
AR436495327269224448,Uno Society s.r.o.,,"CZ, EU",EU-Parliament,4,500,400,35000,800,3100,11000,3000,142500,1800,1950,4500,350,800
AR436514912320094208,SINEMA FOR ARIZONA,FEC ID C00508804,US,US-Federal,170,670300,582700,48769500,1139675,4327100,15022000,4346500,188572500,2508300,2715525,6048750,515050,1017800
AR436726155991580672,"THE CENTURY FOUNDATION, INC",EIN ID 13-1624235,US,US-Federal,12,102000,91000,7190000,177975,675400,2333000,679500,29677500,390800,431325,960750,79800,154400
AR437222860369428480,Danica digital doo,,"EU, HR",EU-Parliament,5,200,150,12250,300,1100,4000,1000,52500,700,750,1500,150,200
AR437238047373787136,CARRIE ISAAC,Registered in Texas 00083642,US,US-Federal,2,9600,8200,707250,16050,62000,222000,61000,2970000,37000,39975,86250,7450,14600
AR437314669590347776,"HOME BOX OFFICE, INC.",EIN ID 05-0545061,US,US-Federal,6,68200,61950,4883750,121125,462400,1564000,462500,20865000,265300,295725,657750,52900,106600
AR437684792692047872,MONOCLE CONSULTING LLC,EIN ID 83-1423106,US,US-Federal,12,3500,3050,253500,5925,22500,78000,22500,982500,13000,14100,31500,2700,5400
AR437700598171697152,Živi zid,,"EU, HR",EU-Parliament,69,800,700,58250,1350,5200,18000,5000,240000,3100,3300,7500,600,1200
AR437864081806852096,SHAWN HART,,US,US-Federal,5,400,300,25750,625,2400,8000,2500,105000,1400,1500,3750,250,600
AR437916446048124928,MICHIGAN HOUSE DEMOCRATIC FUND,Registered in Michigan 502755,US,US-Federal,20,17800,15200,1307500,29750,115000,412000,113000,5490000,68700,74100,159750,13850,27000
AR437957127978352640,PROBST FOR KANSAS,EIN ID 82-1995964,US,US-Federal,9,0,0,1000,25,100,0,0,7500,100,75,0,0,0
AR438185963835883520,ALASKANS FOR BETTER ELECTIONS,EIN ID 84-2283567,US,US-Federal,3,4100,3500,305000,6800,26200,92000,26000,1230000,15400,16875,36000,3150,6200
AR438410126768996352,THE FUTURE WE WANT,EIN ID 824858120,US,US-Federal,5,1300,1100,95250,2175,8400,30000,8000,397500,5000,5400,11250,1000,2000
AR439033893459329024,"RECRUE MEDIA, LLC",EIN ID 27-2630808,US,US-Federal,13367,601900,527850,42209750,1032400,3914400,13569000,3939000,168877500,2269900,2479575,5460750,465450,885400
AR439052860034908160,Venstre Egedalkreds,,"DK, EU",EU-Parliament,8,2000,1750,136000,3400,12900,45000,13000,562500,7500,8250,18750,1550,3000
AR439073269719498752,LISA CHITTARO,Registered in Florida 74849,US,US-Federal,13,400,300,27500,625,2400,8000,2500,112500,1400,1500,3000,300,600
AR439075331303800832,SARAH FOR NC,EIN ID 84-3144318,US,US-Federal,1,2700,2250,196250,4450,17100,61000,17000,825000,10200,11025,24000,2100,4000
